source,arm,est_sample,year,Q,EMP,AFDC,EARN,LOGFULL
MFIP,2,false,1994,2,0.4276569300686283,0.8267765143301304,216.78643570983502,8.38172607093742
MFIP,2,false,1994,3,0.4546060570878288,0.7886111985396969,274.2195336579356,8.384431099421256
MFIP,2,false,1995,0,0.4792537504373881,0.7509435029497326,324.0390296564408,8.39163201338023
MFIP,2,false,1995,1,0.4952885248640848,0.714511499472899,366.11767437396963,8.393004966160333
MFIP,2,false,1995,2,0.5077349505452005,0.6799663191991947,400.5831799248788,8.392596106157232
MFIP,2,false,1995,3,0.5178584504730366,0.6479384426385724,432.77150255124457,8.393201268329953
MFIP,2,false,1996,0,0.5273739016165578,0.6186148164436696,459.3870286949695,8.397044197433026
MFIP,2,false,1996,1,0.5333479834430104,0.5917432620881322,476.4236833413821,8.395897261770006
MFIP,2,false,1996,2,0.5381682290549111,0.5669723992198585,492.9485214049319,8.39368606761056
MFIP,2,false,1996,3,0.5426388613243929,0.5444122025370354,512.7675766619062,8.393326020423773
MFIP,2,false,1997,0,0.5464432433794402,0.5239149540992314,530.8425929054855,8.393952956117927
MFIP,2,false,1997,1,0.5497379251089601,0.5053300087931698,550.3090620841859,8.393844807328101
MFIP,2,false,1997,2,0.552358431863981,0.488624074123339,565.3711137652971,8.39304906108351
MFIP,2,false,1997,3,0.554769798219004,0.4738143679381864,582.5485356762633,8.39347239499045
MFIP,2,false,1998,0,0.5576870482375538,0.4607707770483719,599.4691968253964,8.399890531577034
MFIP,2,false,1998,1,0.559486681157862,0.4493034315348563,615.0285684457394,8.40083314758781
MFIP,2,false,1998,2,0.5614492962361459,0.4316719246331773,626.779110557956,8.398397564603757
MFIP,2,false,1998,3,0.5622302009409587,0.43161769948940215,633.3781534232185,8.399802800427569
MFIP,2,true,1994,2,0.37753002422820947,0.9197213016483555,146.79999909085646,8.333046235809773
MFIP,2,true,1994,3,0.4145607206850352,0.8773571734106058,202.63976247936225,8.336094959942361
MFIP,2,true,1995,0,0.44676566146444724,0.8375733239368296,250.8518589318944,8.343472853278927
MFIP,2,true,1995,1,0.46842067152026606,0.8006318869953075,291.2209193266547,8.345236143144636
MFIP,2,true,1995,2,0.4850491135737515,0.7667114078152168,324.2172029456389,8.345090947818926
MFIP,2,true,1995,3,0.4982819207382424,0.7360405441940995,354.3732625981578,8.345989067773523
MFIP,2,true,1996,0,0.5099976388300009,0.7085239180393665,379.19327863103564,8.349903566244931
MFIP,2,true,1996,1,0.5176873595867268,0.6838058744911721,395.43969259469935,8.34912770379692
MFIP,2,true,1996,2,0.5236829206601068,0.6614004207425568,410.7217609352304,8.34699879292871
MFIP,2,true,1996,3,0.52911030376842,0.6412710935296194,428.4168146596033,8.346787897748754
MFIP,2,true,1997,0,0.533617338448236,0.6231815189116654,444.3706183278717,8.347413665722794
MFIP,2,true,1997,1,0.5374452003916677,0.6069463402466301,461.2796944539588,8.34732870566708
MFIP,2,true,1997,2,0.5404505941364499,0.59248255137778,474.31828807413916,8.34653631135592
MFIP,2,true,1997,3,0.5431536597772466,0.5797551928866856,489.0041866308684,8.346993053776858
MFIP,2,true,1998,0,0.5462849142464944,0.5686114373033586,503.3536616693936,8.352209414628346
MFIP,2,true,1998,1,0.5482602768031755,0.5589109809796406,516.5055833242599,8.353167756669304
MFIP,2,true,1998,2,0.550786463173265,0.5448582002783396,531.0909503844247,8.350805576866401
MFIP,2,true,1998,3,0.5508206794239159,0.5328767404219448,532.1103156099718,8.344646451173167
CTJF,0,true,1996,2,0.434167031432231,0.8431191772330839,222.6345948187888,8.307631986552009
CTJF,0,true,1996,3,0.45541367041451813,0.8056891629146774,254.04447634234353,8.307920195405808
CTJF,0,true,1997,0,0.471778318845816,0.7713727439658078,280.49807059470595,8.308360743010814
CTJF,0,true,1997,1,0.484345665193101,0.7402108110961936,302.6893687674752,8.308024151982563
CTJF,0,true,1997,2,0.494413194326227,0.7119831274433638,325.12485183094003,8.307789218894394
CTJF,0,true,1997,3,0.5026194631201291,0.686625528790726,347.0878856745033,8.30859540277966
CTJF,0,true,1998,0,0.5093608095157406,0.6638708505502112,369.4108773568937,8.311500809474238
CTJF,0,true,1998,1,0.5149981618487198,0.643461524357298,392.5408160576053,8.313436392271413
